"fecha_de_autorizaci_n","tipo_de_solicitud","solicitante_importador","ium","principio_activo1","concentraci_n_delmedicamento1","unidad_medida1","principio_activo2","concentraci_n_del_medicamento2","unidad_medida2","forma_farmac_utica","nombre_comercial_","cantidad_solicitada","presentaci_n_comercial","diagnostico_cie_1no_reporta","c_digo_diagnostico_cie_10"
"2025-10-07T05:00:00.000","MÁS DE UN PACIENTE","ADVANCE SCIENTIFIC DE COLOMBIA S.A.S.","1C1004121011100","CITARABINA","100","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ADVANCE SCIENTIFIC DE COLOMBIA","1200","CAJA X 1 VIAL DE 10 mL","LEUCEMIA MIELOIDE AGUDA","C920"
"2025-10-07T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-10-07T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 50mg/ TEZACAFTOR 25mg / IVACAFTOR 37,5mg (56 TABLETAS) & DE IVACAFTOR 75mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-10-07T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-10-07T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-10-07T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1A1001611000100","AMILORIDE","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MODAMIDE","3","CAJAS X 30 TABLETAS","SINDROME DE GITELMAN","N158"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1I1033801001100","INMUNOGLOBULINA","165","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","SUBGLOBIN","54","CAJAS X 1 AMPOLLA X 20 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2025-10-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1A1014821002100","AMIODARONA CLORHIDRATO","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","REPREFARCO","5000","CAJAS X 10 AMPOLLAS X 3 mL","NO REPORTADO","NO REPORTADO"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","1E1062481000100","ESTIRIPENTOL","500","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL","DIACOMIT","9","CAJAS X 60 SOBRES","EPILEPSIA, TIPO NO ESPECIFICADO","G409"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","144","CAJAS X 10 TABLETAS","INSUFICIENCIA RENAL CRONICA, NO ESPECIFICADA","N189"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","67","CAJAS X 10 TABLETAS","ENFERMEDAD RENAL CRÓNICA, ESTADIO 3","NO REPORTADO"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","36","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-10-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1E1061661000100","ESPARSENTAN","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","FILSPARI","6","FRASCO X 30 TABLETAS","SINDROME NEFROTICO: GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA","N045"
"2025-09-30T05:00:00.000","URGENCIA CLÍNICA","MEGALABS COLOMBIA S.A.S","1A1060921000100","ACIDO 5-AMINOLEVULÍNICO HCl","3000/100","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL","GLIOLAN","1","CAJA X UN FRASCO CON 50ml","TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES CEREBRALES","D420"
"2025-09-30T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","11","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-30T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 50mg/ TEZACAFTOR 25mg / IVACAFTOR 37,5mg (56 TABLETAS) & DE IVACAFTOR 75mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-30T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","54","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-29T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1061951000100","TEZEPELUMAB","110","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","TEZSPIRE","6","CAJA X UNA JERINGA DE 1,91 ML","ASMA, NO ESPECIFICADA","J459"
"2025-09-26T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-25T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-25T05:00:00.000","MÁS DE UN PACIENTE","WILLOW PHARMA SAS","1M1063991000100","MORFINA SULFATO","2","%","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","NO REPORTADO","100000","CAJAS POR UN FRASCO","ANESTESIA","NO REPORTADO"
"2025-09-25T05:00:00.000","URGENCIA CLÍNICA","RECORDATI RARE DISEASES COLOMBIA S.A.S","1D1045621000100","DINUTUXIMAB BETA","4.5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CONCENTRADA PARA PERFUSIÓN","QARZIBA","25","CAJAS X UN (1) VIAL","TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA PELVIS","C495"
"2025-09-24T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1A1027981004100","AMIODARONA","200","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","4900","CAJAS X 100 TABLETAS","ARRITMIAS CARDIACAS","NO REPORTADO"
"2025-09-24T05:00:00.000","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","3000","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2025-09-23T05:00:00.000","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1V1019601011100","VASOPRESINA","20","UI/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NEXT PHARMA SOURCING","3700","CAJA X 10 AMPOLLAS DE 1 mL","DIABETES INSIPIDA","E232"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - ASTRAZENECA","1S1040361000101","SELUMETINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","KOSELUGO","6","FRASCOS X 60 CÁPSULAS","NEUROFIBROMATOSIS (NO MALIGNA)","Q850"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1Q1014651004100","ACIDO QUENODEOXICOLICO","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","CETEIX","3","CAJA X 100 CÁPSULAS","OTROS TRASTORNOS DEL ALMACENAMIENTO DE LIPIDOS","E755"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1061041000101","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","80/40/119,5","mg","NO APLICA","NO APLICA","NO APLICA","GRANULOS DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 56 SOBRES DE ELEXACAFTOR 80 MG/ TEZACAFTOR 40 MG / IVACAFTOR 60 MG (28 SOBRES) & IVACAFTOR 59,5 MG (28 SOBRES)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","12","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 50mg/ TEZACAFTOR 25mg / IVACAFTOR 37,5mg (56 TABLETAS) & DE IVACAFTOR 75mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","12","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","144","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-23T05:00:00.000","URGENCIA CLÍNICA","RECORDATI RARE DISEASES COLOMBIA S.A.S","1D1045621000100","DINUTUXIMAB BETA","4.5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CONCENTRADA PARA PERFUSIÓN","QARZIBA","25","CAJA X UN (1) VIAL DE 4,5 mL","TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA","C749"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO NO ESPECIFICADO","Q613"
"2025-09-23T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 50 MG/ TEZACAFTOR 25 MG /IVACAFTOR 37,5 MG (56 TABLETAS) & IVACAFTOR 75MG (28TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-23T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1003321000100","TRIHEXIFENIDILO","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ARTANE","3","CAJAS X 100 TABLETAS","PARALISIS CEREBRAL DISCINETICA","G803"
"2025-09-19T05:00:00.000","MÁS DE UN PACIENTE","AVALON PHARMACEUTICAL SA","1I1030991006100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","V-IMMUNE","1500","CAJAS X 1 FRASCO VIAL DE 100 mL","NO REPORTADO","NO REPORTADO"
"2025-09-19T05:00:00.000","MÁS DE UN PACIENTE","AVALON PHARMACEUTICAL SA","1H1027911001100","VACUNA HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg)","20","µg/Dosis (1ml)","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","REVAC- B","15530","CAJAS. CADA CAJA CON UN (1) VIAL DE 1 ml.","NO REPORTADO","NO REPORTADO"
"2025-09-19T05:00:00.000","URGENCIA CLÍNICA","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-19T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1A1014981000100","AZTREONAM LISINA","75","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA NEBULIZAR","CAYSTON","504","CAJAS X 84 VIALES","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - AUDIFARMA SA","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1A1014981000100","AZTREONAM","75","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA NEBULIZAR","CAYSTON","3","CAJA X 84 VIALES +DISOLVENTE 1 mL CON AGUA ESTERIL MAS CLORURO DE SODIO","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1062411000101","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","GRANULOS DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS (KIT POR 56 SOBRES DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (28 SOBRES) & IVACAFTOR 75 MG (28 SOBRES)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","1E1029551000102","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","96","CAJAS X 1 VIAL DE 2 mL","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","1E1029551000101","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","24","CAJAS X 1 VIAL DE 10 mL","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-09-17T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-09-15T05:00:00.000","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1G1035871000100","GIVOSIRAN","189","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","GIVLAARI","3","CAJAS X 1 VIAL DE 1 mL","PORFIRIA INTERMITENTE AGUDA","E802"
"2025-09-15T05:00:00.000","PACIENTE ESPECIFICO","SALUTIS SAS - SUMA ACTIVA SAS","1F1001691004100","FELBAMATO","600","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","18","CAJAS X 100 TABLETAS","SINDROMES EPILEPTICOS ESPECIALES","G405"
"2025-09-15T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","12","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-15T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-09-15T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","6","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
